Sample	Reference virus	Genus	Description	%Identity
UG55	KF386015	potyvirus	Sweet potato virus C	89.89
UG59	GU112078	begomovirus	Bhendi yellow vein mosaic virus	72.2
UG59	HQ588148	carlavirus	Caper latent virus	68.03
UG59	AJ002459	begomovirus	Cotton leaf curl virus	71.33
UG59	EF507476	carlavirus	Phlox Virus M	68
UG59	EF155993	potyvirus	Sweet potato feathery mottle virus	97.61
UG59	JX489166	potyvirus	Sweet potato virus C	96.09
UG59	AB100304	begomovirus	Tomato leaf curl virus	74.66
UG59	FJ538207	begomovirus	Tomato yellow spot virus	76.65
UG59	JX131284	begomovirus	Watermelon chlorotic stunt virus	64.71
UG65	X95426	badnavirus	Dioscorea alata bacilliform virus	74.59
UG65	FJ560943	badnavirus	Sweet potato badnavirus A	79.07
UG65	KF836892	badnavirus	Sweet potato badnavirus B	91.16
UG65	JQ902103	badnavirus	Sweet potato badnavirus C	86.15
UG65	AB465608	potyvirus	Sweet potato feathery mottle virus	97.78
UG65	KF803170	begomovirus	Sweet potato golden vein associated virus	95.72
UG65	KC288170	begomovirus	Sweet potato leaf curl virus	97.9
UG65	EU334784	potyvirus	Tobacco etch virus	75.76
UG68	JQ902104	badnavirus	Sweet potato badnavirus C	73.98
UG68	AB465608	potyvirus	Sweet potato feathery mottle virus	97.07
UG73	FJ560943	badnavirus	Sweet potato badnavirus A	80.96
UG73	KF836892	badnavirus	Sweet potato badnavirus B	85.18
UG73	JQ902104	badnavirus	Sweet potato badnavirus C	81.38
UG73	FJ560945	mastrevirus	Sweet potato symptomless mastrevirus 1	100
UG77	EU839576	begomovirus	Ipomoea yellow vein virus	93.15
UG77	DQ644561	begomovirus	Merremia leaf curl virus	94.45
UG77	FJ560944	badnavirus	Sweet potato badnavirus B	99.58
UG77	JQ902104	badnavirus	Sweet potato badnavirus C	95.43
UG77	GQ268231	begomovirus	Sweet potato begomovirus	92.29
UG77	AJ428554	crinivirus	Sweet potato chlorotic stunt virus	99.63
UG77	AY523547	potyvirus	Sweet potato feathery mottle virus	99.16
UG77	KF803170	begomovirus	Sweet potato golden vein associated virus	93.55
UG77	KJ844870	begomovirus	Sweet potato leaf curl virus	97.25
UG77	FJ560946	mastrevirus	Sweet potato symptomless mastrevirus 1	100
UG77	KF386015	potyvirus	Sweet potato virus C	93.66
UG81	FJ560943	badnavirus	Sweet potato badnavirus A	81.26
UG81	FJ560944	badnavirus	Sweet potato badnavirus B	95.66
UG81	JQ902104	badnavirus	Sweet potato badnavirus C	81.53
UG81	AY523547	potyvirus	Sweet potato feathery mottle virus	98.29
UG81	FJ560945	mastrevirus	Sweet potato symptomless mastrevirus 1	100
UG81	JX489166	potyvirus	Sweet potato virus C	96.77
UG84	KC288170	begomovirus	Sweet potato leaf curl virus	99.05
UG89	JQ902104	badnavirus	Sweet potato badnavirus C	95.45
UG89	HQ694978	cavemovirus	Sweet potato caulimo-like virus	97.84
UG89	AJ428554	crinivirus	Sweet potato chlorotic stunt virus	99.31
UG89	AY523547	potyvirus	Sweet potato feathery mottle virus	99.08
UG89	FJ560946	mastrevirus	Sweet potato symptomless mastrevirus 1	100
UG89	JX489166	potyvirus	Sweet potato virus C	94.12
UG9	AM691547	begomovirus	Pepper yellow vein virus	78.01
UG92	JQ902104	badnavirus	Sweet potato badnavirus C	94.51
UG92	EF155974	potyvirus	Sweet potato feathery mottle virus	98.26
UG92	KF803170	begomovirus	Sweet potato golden vein associated virus	94.52
UG92	KC288170	begomovirus	Sweet potato leaf curl virus	98.55
UG92	FJ560945	mastrevirus	Sweet potato symptomless mastrevirus 1	100
UG92	KF386015	potyvirus	Sweet potato virus C	96.36
UG94	FJ560943	badnavirus	Sweet potato badnavirus A	80.5
UG94	KF836892	badnavirus	Sweet potato badnavirus B	88.1
UG94	JQ902104	badnavirus	Sweet potato badnavirus C	82.3
UG94	AB465608	potyvirus	Sweet potato feathery mottle virus	97.01
UG94	KJ844870	begomovirus	Sweet potato leaf curl virus	96.53
UG97	FJ560943	badnavirus	Sweet potato badnavirus A	79.53
UG97	FJ560944	badnavirus	Sweet potato badnavirus B	95.09
UG97	JQ902103	badnavirus	Sweet potato badnavirus C	89.33
UG97	AJ428554	crinivirus	Sweet potato chlorotic stunt virus	99.42
UG97	AY523547	potyvirus	Sweet potato feathery mottle virus	97.32
UG97	FJ560946	mastrevirus	Sweet potato symptomless mastrevirus 1	100
UG99	FJ560943	badnavirus	Sweet potato badnavirus A	79.85
UG99	KF836892	badnavirus	Sweet potato badnavirus B	82.79
UG99	JQ902104	badnavirus	Sweet potato badnavirus C	86.39
UG99	KJ013556	begomovirus	Sweet potato leaf curl virus	94.9
UG99	FJ560945	mastrevirus	Sweet potato symptomless mastrevirus 1	100
ZW-S001	KF836892	badnavirus	Sweet potato badnavirus B	99.56
ZW-S001	AY523547	potyvirus	Sweet potato feathery mottle virus	98.43
ZW-S001	KF386015	potyvirus	Sweet potato virus C	95.74
ZW-S001	KF790759	potyvirus	Sweet potato virus G	85.06
ZW-S006	AY523547	potyvirus	Sweet potato feathery mottle virus	98.36
ZW-S006	KF386015	potyvirus	Sweet potato virus C	94.97
ZW-S006	JN613805	potyvirus	Sweet potato virus G	82.81
ZW-S007	KF836892	badnavirus	Sweet potato badnavirus B	99.61
ZW-S007	FJ795750	potyvirus	Sweet potato feathery mottle virus	94.37
ZW-S007	JX489166	potyvirus	Sweet potato virus C	94.52
ZW-S008	KF836892	badnavirus	Sweet potato badnavirus B	99.52
ZW-S008	JQ902104	badnavirus	Sweet potato badnavirus C	95.52
ZW-S008	AY523547	potyvirus	Sweet potato feathery mottle virus	98.39
ZW-S008	KF386015	potyvirus	Sweet potato virus C	95.37
ZW-S008	JN205346	potyvirus	Sweet potato virus G	96.72
ZW-S009	FJ560943	badnavirus	Sweet potato badnavirus A	76.78
ZW-S009	KF836892	badnavirus	Sweet potato badnavirus B	89.01
ZW-S009	JQ902104	badnavirus	Sweet potato badnavirus C	83.67
ZW-S009	AY523547	potyvirus	Sweet potato feathery mottle virus	97.93
ZW-S009	FJ560946	mastrevirus	Sweet potato symptomless mastrevirus 1	100
ZW-S010	KF836892	badnavirus	Sweet potato badnavirus B	94.28
ZW-S010	JQ902104	badnavirus	Sweet potato badnavirus C	80
ZW-S010	AY523547	potyvirus	Sweet potato feathery mottle virus	98.1
ZW-S010	FJ560946	mastrevirus	Sweet potato symptomless mastrevirus 1	100
ZW-S011	FJ560943	badnavirus	Sweet potato badnavirus A	76.23
ZW-S011	KF836892	badnavirus	Sweet potato badnavirus B	89.46
ZW-S011	JQ902104	badnavirus	Sweet potato badnavirus C	81.19
ZW-S011	FJ560946	mastrevirus	Sweet potato symptomless mastrevirus 1	100
ZW-S012	KF836892	badnavirus	Sweet potato badnavirus B	91.22
ZW-S012	JQ902103	badnavirus	Sweet potato badnavirus C	89.25
ZW-S012	AB465608	potyvirus	Sweet potato feathery mottle virus	97.25
ZW-S012	FJ560946	mastrevirus	Sweet potato symptomless mastrevirus 1	99.44
ZW-S012	JX489166	potyvirus	Sweet potato virus C	97
ZW-S013	FJ560943	badnavirus	Sweet potato badnavirus A	84.56
ZW-S013	KF836892	badnavirus	Sweet potato badnavirus B	90.67
ZW-S013	JQ902104	badnavirus	Sweet potato badnavirus C	96.35
ZW-S013	D86371	potyvirus	Sweet potato feathery mottle virus	97.58
ZW-S013	FJ560945	mastrevirus	Sweet potato symptomless mastrevirus 1	100
ZW-S014	FJ560943	badnavirus	Sweet potato badnavirus A	86.29
ZW-S014	KF836892	badnavirus	Sweet potato badnavirus B	92.27
ZW-S014	JQ902104	badnavirus	Sweet potato badnavirus C	95.07
ZW-S014	AJ428554	crinivirus	Sweet potato chlorotic stunt virus	98.77
ZW-S014	AF016366	potyvirus	Sweet potato feathery mottle virus	98.37
ZW-S014	FJ560945	mastrevirus	Sweet potato symptomless mastrevirus 1	100
ZW-S015	KF836892	badnavirus	Sweet potato badnavirus B	99.43
ZW-S015	JQ902104	badnavirus	Sweet potato badnavirus C	95.59
ZW-S015	AY523547	potyvirus	Sweet potato feathery mottle virus	98.51
ZW-S016	KF836892	badnavirus	Sweet potato badnavirus B	97.8
ZW-S016	AY523547	potyvirus	Sweet potato feathery mottle virus	98.3
ZW-S017	FJ560943	badnavirus	Sweet potato badnavirus A	78.83
ZW-S017	KF836892	badnavirus	Sweet potato badnavirus B	87.02
ZW-S017	JQ902104	badnavirus	Sweet potato badnavirus C	81.58
ZW-S017	EF155987	potyvirus	Sweet potato feathery mottle virus	96.1
ZW-S017	FJ560946	mastrevirus	Sweet potato symptomless mastrevirus 1	100
ZW-S018	FJ560943	badnavirus	Sweet potato badnavirus A	78.26
ZW-S018	KF836892	badnavirus	Sweet potato badnavirus B	87.68
ZW-S018	JQ902104	badnavirus	Sweet potato badnavirus C	79.61
ZW-S018	AY523547	potyvirus	Sweet potato feathery mottle virus	98.57
ZW-S018	FJ560946	mastrevirus	Sweet potato symptomless mastrevirus 1	100
ZW-S021	AY523547	potyvirus	Sweet potato feathery mottle virus	98.19
ZW-S021	KF790759	potyvirus	Sweet potato virus G	89.61
ZW-S023	FJ560943	badnavirus	Sweet potato badnavirus A	77.62
ZW-S023	KF836892	badnavirus	Sweet potato badnavirus B	85.61
ZW-S023	JQ902103	badnavirus	Sweet potato badnavirus C	87.33
ZW-S023	AY523547	potyvirus	Sweet potato feathery mottle virus	98.58
ZW-S023	FJ560946	mastrevirus	Sweet potato symptomless mastrevirus 1	100
ZW-S024	JQ902104	badnavirus	Sweet potato badnavirus C	82.11
ZW-S024	AY523547	potyvirus	Sweet potato feathery mottle virus	98.81
ZW-S024	FJ560946	mastrevirus	Sweet potato symptomless mastrevirus 1	100
ZW-S025	EF155987	potyvirus	Sweet potato feathery mottle virus	96.69
ZW-S026	AY523547	potyvirus	Sweet potato feathery mottle virus	98.48
ZW-S027	AY523547	potyvirus	Sweet potato feathery mottle virus	97.74
ZW-S028	FJ439784	badnavirus	Sugarcane bacilliform virus	80.56
ZW-S028	FJ560943	badnavirus	Sweet potato badnavirus A	79.72
ZW-S028	KF836892	badnavirus	Sweet potato badnavirus B	93.72
ZW-S028	JQ902104	badnavirus	Sweet potato badnavirus C	91.42
ZW-S028	AB465608	potyvirus	Sweet potato feathery mottle virus	98.03
ZW-S028	FJ560946	mastrevirus	Sweet potato symptomless mastrevirus 1	100
ZW-S029	KF836892	badnavirus	Sweet potato badnavirus B	96.02
ZW-S029	JQ902104	badnavirus	Sweet potato badnavirus C	96.35
ZW-S029	AB439206	potyvirus	Sweet potato feathery mottle virus	97.8
ZW-S029	FJ560946	mastrevirus	Sweet potato symptomless mastrevirus 1	100
ZW-S030	FJ560943	badnavirus	Sweet potato badnavirus A	85.47
ZW-S030	FJ560944	badnavirus	Sweet potato badnavirus B	88.03
ZW-S030	JQ902104	badnavirus	Sweet potato badnavirus C	87.17
ZW-S030	AY523547	potyvirus	Sweet potato feathery mottle virus	97.41
ZW-S030	FJ560945	mastrevirus	Sweet potato symptomless mastrevirus 1	100
ZW-S031	EF155987	potyvirus	Sweet potato feathery mottle virus	96.15
ZW-S037	FJ560943	badnavirus	Sweet potato badnavirus A	85.62
ZW-S037	FJ560944	badnavirus	Sweet potato badnavirus B	90.19
ZW-S037	JQ902104	badnavirus	Sweet potato badnavirus C	86.08
ZW-S037	D86371	potyvirus	Sweet potato feathery mottle virus	98.14
ZW-S037	FJ560946	mastrevirus	Sweet potato symptomless mastrevirus 1	100
ZW-S038	FJ560943	badnavirus	Sweet potato badnavirus A	86.57
ZW-S038	KF836892	badnavirus	Sweet potato badnavirus B	90.11
ZW-S038	JQ902104	badnavirus	Sweet potato badnavirus C	88.39
ZW-S038	D86371	potyvirus	Sweet potato feathery mottle virus	98.04
ZW-S038	FJ560945	mastrevirus	Sweet potato symptomless mastrevirus 1	100
ZW-S039	EF155987	potyvirus	Sweet potato feathery mottle virus	95.87
ZW-S040	FJ560943	badnavirus	Sweet potato badnavirus A	87.32
ZW-S040	KF836892	badnavirus	Sweet potato badnavirus B	89.47
ZW-S040	JQ902103	badnavirus	Sweet potato badnavirus C	95.15
ZW-S040	AJ428555	crinivirus	Sweet potato chlorotic stunt virus	98.51
ZW-S040	FJ155666	potyvirus	Sweet potato feathery mottle virus	95.82
ZW-S040	FJ560946	mastrevirus	Sweet potato symptomless mastrevirus 1	100
ZW-S040	KF386015	potyvirus	Sweet potato virus C	97.55
ZW-S041	FJ560944	badnavirus	Sweet potato badnavirus B	79.59
ZW-S041	JQ902104	badnavirus	Sweet potato badnavirus C	89.05
ZW-S041	AF439637	potyvirus	Sweet potato feathery mottle virus	96.15
ZW-S041	FJ560945	mastrevirus	Sweet potato symptomless mastrevirus 1	99.78
ZW-S041	KF386015	potyvirus	Sweet potato virus C	95.51
ZW-S043	FJ560943	badnavirus	Sweet potato badnavirus A	80.41
ZW-S043	KF836892	badnavirus	Sweet potato badnavirus B	86.32
ZW-S043	JQ902104	badnavirus	Sweet potato badnavirus C	79.56
ZW-S043	FJ807785	crinivirus	Sweet potato chlorotic stunt virus	99.13
ZW-S043	S43451	potyvirus	Sweet potato feathery mottle virus	95.27
ZW-S043	FJ560946	mastrevirus	Sweet potato symptomless mastrevirus 1	98.99
ZW-S043	KF386015	potyvirus	Sweet potato virus C	93.8
ZW-S049	KF836892	badnavirus	Sweet potato badnavirus B	91.7
ZW-S049	JQ902104	badnavirus	Sweet potato badnavirus C	76.74
ZW-S049	AY523547	potyvirus	Sweet potato feathery mottle virus	98.08
ZW-S049	FJ560946	mastrevirus	Sweet potato symptomless mastrevirus 1	100
ZW-S058	KF836892	badnavirus	Sweet potato badnavirus B	92.36
ZW-S058	JQ902104	badnavirus	Sweet potato badnavirus C	71.57
ZW-S058	AY523547	potyvirus	Sweet potato feathery mottle virus	98.32
ZW-S058	JQ621844	begomovirus	Sweet potato leaf curl virus	95.38
ZW-S058	FJ969831	begomovirus	Sweet potato mosaic virus	98.28
ZW-S058	FJ560946	mastrevirus	Sweet potato symptomless mastrevirus 1	100
ZW-S064	FJ560945	mastrevirus	Sweet potato symptomless mastrevirus 1	100
ZW-S070	JQ902104	badnavirus	Sweet potato badnavirus C	94.57
ZW-S070	FJ807784	crinivirus	Sweet potato chlorotic stunt virus	99.41
ZW-S070	AY523547	potyvirus	Sweet potato feathery mottle virus	98.37
ZW-S070	FJ560945	mastrevirus	Sweet potato symptomless mastrevirus 1	100
ZW-S070	JN613805	potyvirus	Sweet potato virus G	83.17
ZW-S071	FJ560943	badnavirus	Sweet potato badnavirus A	78.98
ZW-S071	KF836892	badnavirus	Sweet potato badnavirus B	90.02
ZW-S071	JQ902104	badnavirus	Sweet potato badnavirus C	81
ZW-S071	FJ807784	crinivirus	Sweet potato chlorotic stunt virus	99.3
ZW-S071	S43451	potyvirus	Sweet potato feathery mottle virus	96.5
ZW-S071	FJ560946	mastrevirus	Sweet potato symptomless mastrevirus 1	99.5
ZW-S071	JX489166	potyvirus	Sweet potato virus C	94.72
ZW-S072	FJ560943	badnavirus	Sweet potato badnavirus A	75.47
ZW-S072	KF836892	badnavirus	Sweet potato badnavirus B	87.35
ZW-S072	JQ902104	badnavirus	Sweet potato badnavirus C	80.74
ZW-S072	FJ807784	crinivirus	Sweet potato chlorotic stunt virus	99.4
ZW-S072	AY523547	potyvirus	Sweet potato feathery mottle virus	97.74
ZW-S072	FJ560946	mastrevirus	Sweet potato symptomless mastrevirus 1	98.99
ZW-S072	JN613805	potyvirus	Sweet potato virus G	78.89
ZW-S082	FJ560943	badnavirus	Sweet potato badnavirus A	80.27
ZW-S082	FJ560944	badnavirus	Sweet potato badnavirus B	90.96
ZW-S082	JQ902104	badnavirus	Sweet potato badnavirus C	86.47
ZW-S082	FJ807784	crinivirus	Sweet potato chlorotic stunt virus	99.3
ZW-S082	EF155993	potyvirus	Sweet potato feathery mottle virus	94.87
ZW-S082	KF386015	potyvirus	Sweet potato virus C	93.7
ZW-S083	FJ560943	badnavirus	Sweet potato badnavirus A	73.61
ZW-S083	KF836892	badnavirus	Sweet potato badnavirus B	87.11
ZW-S083	JQ902104	badnavirus	Sweet potato badnavirus C	81.03
ZW-S083	FJ807784	crinivirus	Sweet potato chlorotic stunt virus	99.36
ZW-S083	FJ155666	potyvirus	Sweet potato feathery mottle virus	90.72
ZW-S083	FJ560946	mastrevirus	Sweet potato symptomless mastrevirus 1	100
ZW-S084	KF836892	badnavirus	Sweet potato badnavirus B	99.55
ZW-S084	JQ902104	badnavirus	Sweet potato badnavirus C	90.15
ZW-S084	AY523547	potyvirus	Sweet potato feathery mottle virus	98.66
ZW-S094	AY523547	potyvirus	Sweet potato feathery mottle virus	97.67
ZW-S100	FJ807784	crinivirus	Sweet potato chlorotic stunt virus	99.37
ZW-S100	AY523538	potyvirus	Sweet potato feathery mottle virus	92.78
ZW-S106	AJ428554	crinivirus	Sweet potato chlorotic stunt virus	98.88
ZW-S106	FJ155666	potyvirus	Sweet potato feathery mottle virus	90.58
ZW-S118	FJ807784	crinivirus	Sweet potato chlorotic stunt virus	99.33
ZW-S118	AY523547	potyvirus	Sweet potato feathery mottle virus	98.17
ZW-S124	KF836892	badnavirus	Sweet potato badnavirus B	99.86
ZW-S124	AY523547	potyvirus	Sweet potato feathery mottle virus	97.71
ZW-S130	FJ560943	badnavirus	Sweet potato badnavirus A	87.29
ZW-S130	FJ560944	badnavirus	Sweet potato badnavirus B	88.17
ZW-S130	FJ807784	crinivirus	Sweet potato chlorotic stunt virus	99.19
ZW-S130	AY523547	potyvirus	Sweet potato feathery mottle virus	95.62
ZW-S130	JX489166	potyvirus	Sweet potato virus C	95.38
ZW-S136	FJ807785	crinivirus	Sweet potato chlorotic stunt virus	99.38
ZW-S136	AY523547	potyvirus	Sweet potato feathery mottle virus	97.77
ZW-S136	JX489166	potyvirus	Sweet potato virus C	93.97
ZW-S142	AY523547	potyvirus	Sweet potato feathery mottle virus	98.2
ZW-S148	FJ560943	badnavirus	Sweet potato badnavirus A	76.67
ZW-S148	KF836892	badnavirus	Sweet potato badnavirus B	86.55
ZW-S148	JQ902104	badnavirus	Sweet potato badnavirus C	81.29
ZW-S148	AJ428554	crinivirus	Sweet potato chlorotic stunt virus	98.77
ZW-S148	AY523547	potyvirus	Sweet potato feathery mottle virus	97.43
ZW-S148	FJ560946	mastrevirus	Sweet potato symptomless mastrevirus 1	100
